Amount,Frequency,Recency
-0.506237697042336,-0.6978514335856912,5.9690645050659565
-0.4965312445952275,-0.28667343282830954,-0.4672925583200637
-0.7762262867815212,-0.2198152213230442,-0.35567943005325414
0.7370034966625143,-0.7546809133651667,1.6161525026603822
-0.07820775636560216,-0.1328995463661993,0.16518183519185736
-0.4527265836043936,-0.33347418088199526,-0.7277231909426195
-0.8006488081790796,-0.7747383768167463,0.7976562287037785
1.3315275547105312,0.2682497226653926,-0.4300881822311272
-0.09033697626187001,-1.0154279382357014,2.1742181439944304
-0.8423511736055633,-0.4638476933172626,-0.4672925583200637
-0.814457300751749,-0.544077547123581,-0.8021319431204925
0.1926089327239307,0.05096053527328032,-0.39288380614219065
2.707005703188073,0.6393127965196151,-0.8021319431204925
-0.5006461035961809,0.1713053159827579,1.1324956135042072
-0.273241817910475,0.39193741395013343,-0.6905188148536829
-0.41934879585772006,-0.25324432707567684,-0.20686192569750797
1.265161673029112,-0.10615626176409318,0.05356870692504777
-0.6643739076577885,-0.4070182135377871,0.05356870692504777
-0.7087092700898666,-0.3167596280056789,-0.1324531735196349
1.3143938458610784,0.4721672677564518,-0.05804442134176184
0.9764677803173692,-1.0254566699614913,-0.16965754960857143
0.23912094019763475,0.41199487740171303,0.05356870692504777
-0.2550723439293186,-0.2967021645540993,-0.8021319431204925
0.4304913671553658,-0.9017689786767504,-0.6161100626758098
1.3920839220641241,0.44876689372960893,-0.6161100626758098
-0.4599154089244391,-0.10949917233935644,0.0907730830139843
-0.5714652625889118,0.1813340477085477,2.6206706570616682
-0.8507552283128063,-1.008742117085175,-0.8021319431204925
2.4114896049925068,-0.5775066528762136,0.7976562287037785
1.4088817763782961,1.0237475126748907,-0.2440663017864445
1.0526785583001341,0.6192553330680355,-0.7277231909426195
0.009957904808094725,0.07436090930012318,-0.6161100626758098
-0.8482093996598802,-0.5641350105751606,3.439166931018272
-0.8497015167555529,-0.23318686362409727,3.922823820174447
-0.35072679210724267,0.02756016124643746,-0.20686192569750797
0.28505353450360327,-0.2766447011025197,-0.8021319431204925
-0.8904988695793349,-0.2699588799519932,-0.4300881822311272
-0.6329881731470904,0.06433217757433339,-0.6905188148536829
2.7204629585749918,-0.2097864895972544,0.0907730830139843
0.24051819761540366,-0.37024619720989116,1.1324956135042072
3.292338627579755,-0.3669032866346279,0.05356870692504777
-0.30576074100585937,-0.09947044061356664,1.3557218700378264
-0.30898853382966013,-1.1090294343430729,-0.39288380614219065
-0.3676066872239259,-1.0053992065099118,2.6206706570616682
-0.6662300808146048,-0.07941297716198704,-0.35567943005325414
2.0794397119286634,-0.7179088970372708,-0.39288380614219065
2.104216034287052,1.341324017324901,-0.6533144387647464
0.8715683592064619,-0.9786559219078056,0.5744299721701592
-0.8839868808800068,-0.5240200836720014,-0.16965754960857143
0.7045281577434641,-0.10615626176409318,-0.4672925583200637
-0.27949999287703386,-1.0555428651388608,-0.4672925583200637
-0.3404024698662214,-0.908454799827277,-0.764927567031556
0.41422165050736,0.007502697794857865,0.05356870692504777
-0.658587467305669,0.23147770633749667,-0.35567943005325414
-0.8704680948912051,-0.393646571236734,-0.6905188148536829
-0.2331751409840587,0.39862323510065995,-0.16965754960857143
-0.32566332694006533,-1.0488570439883342,3.439166931018272
-0.6403385162970799,0.2749355438159191,-0.4672925583200637
1.0896123020806536,0.13453329965486197,-0.8021319431204925
0.13001949173310606,-0.5975641163277933,-0.05804442134176184
-0.11300587550575113,-0.5674779211504238,-0.4672925583200637
-0.586829966634216,0.3250792024448681,2.099809391816557
-0.4732624219829831,-0.09947044061356664,0.0907730830139843
0.5967829462954493,-0.1997577578714646,-0.6161100626758098
-0.8015538207817814,-0.5541062788493708,-0.16965754960857143
-0.6298629313264286,-0.24990141650041361,0.2023862112807939
0.41577017065475896,-0.7346234499135872,-0.39288380614219065
-0.6055865451083433,-0.03595513968356459,2.5462619048837953
-0.5381900258453772,-1.022113759386228,1.467334998304636
-0.1866887712611395,4.470288315771318,-0.6161100626758098
-0.734862339665396,-0.06604133486093398,-0.764927567031556
-0.6067838280699914,-0.8415965883220117,2.1742181439944304
0.6363522508566414,0.5356825686864539,-0.8021319431204925
-0.28443782367817794,-0.8783686046499076,-0.5789056865868734
0.654847324272764,-0.6878227018599015,0.9092693569705881
-0.5991053217099571,-0.08609879831251357,-0.35567943005325414
0.3475634984669948,0.1813340477085477,-0.5789056865868734
-0.6474811936657128,-0.11284208291461971,-0.8021319431204925
0.1867353240191432,0.29165009669223546,-0.4672925583200637
-0.6586771994334157,0.007502697794857865,0.6116343482590958
-0.37916931282785066,-0.7011943441609545,-0.39288380614219065
-0.8080119702044612,-0.25324432707567684,-0.6905188148536829
-0.09995882413138904,-0.9385409950046464,0.0907730830139843
-0.5040841259764166,0.5390254792617172,-0.39288380614219065
-0.4956134131171331,0.02087434009591093,-0.8021319431204925
-0.7786516180057591,-0.657736506682532,-0.09524879743069838
2.2467542373250584,0.198048600584864,0.16518183519185736
4.503553143004289,-0.40367530296252385,-0.4300881822311272
-0.04031003315557618,-0.7546809133651667,-0.764927567031556
-0.4595436615380602,-0.005868944506195198,0.05356870692504777
2.25798613594386,-0.5340488153977913,-0.35567943005325414
-0.8383132278569644,-0.9786559219078056,0.016364330836111232
0.2062405248161854,0.9802896751964683,-0.16965754960857143
-0.29681316598197965,0.044274714122753786,-0.8021319431204925
-0.9228588386198535,-0.5641350105751606,0.834860604792715
1.6542478702638022,-0.27330179052725645,0.016364330836111232
-0.6519934378038299,0.5523971215627702,-0.16965754960857143
1.8702971961269392,-0.4170469452635769,-0.1324531735196349
-0.01483123642568581,2.635030409951785,-0.20686192569750797
-0.5216895694403084,-0.16298574154356868,0.0907730830139843
-0.524771227084636,-0.4571618721667361,0.05356870692504777
0.585207501816132,-0.7647096450909565,-0.4300881822311272
-0.5654301360541802,-1.0187708488109648,1.950991887460811
-0.6441739238144794,-0.6109357586288463,-0.764927567031556
-0.8952546723499069,-0.6878227018599015,0.6488387243480324
-0.8983337662191561,2.9158348982738995,-0.05804442134176184
-0.9079556140886749,-0.30673089627988914,-0.39288380614219065
-0.9173031380247969,-0.2097864895972544,-0.4300881822311272
-0.9030229108376879,-0.25658723765094016,-0.4300881822311272
0.777977749966711,0.8833452685138335,-0.4672925583200637
1.1454513232898516,-0.7613667345156933,-0.4300881822311272
-0.9194823468415011,-0.18304320499514828,-0.764927567031556
-0.8621768462874151,-0.7747383768167463,-0.764927567031556
-0.8341265831538137,-0.23652977419936055,-0.1324531735196349
0.25267818281261345,0.6459986176701417,0.016364330836111232
-0.920338647717712,-0.16298574154356868,-0.6161100626758098
-0.6077913916758322,0.9100885531159396,-0.05804442134176184
-0.6059608562698008,1.5485844729912235,-0.1324531735196349
-0.1207202747168842,2.243909872645983,-0.8021319431204925
-0.8904065736765095,0.35516539762223753,-0.35567943005325414
0.9054230091177323,8.164204501437228,-0.6161100626758098
0.809858293067555,-0.7546809133651667,-0.20686192569750797
0.26892738925999193,0.7897437724064621,-0.39288380614219065
-0.7883273051519258,0.06433217757433339,-0.8021319431204925
-0.8386388272919306,-0.4772193356183157,-0.20686192569750797
0.32541760933912295,-0.4137040346883136,-0.4300881822311272
-0.6087835726312022,-0.4504760510162096,-0.35567943005325414
-0.8247329112662791,-0.34350291260778504,-0.4300881822311272
0.630522226328188,2.521371450392834,2.099809391816557
-0.08787062463637653,2.758718101236526,0.05356870692504777
-0.0712650534530903,0.17464822655802115,-0.7277231909426195
1.5421621876079281,-0.7914529296930627,-0.39288380614219065
0.7276021334497443,0.5557400321380335,0.7232474765259054
-0.016620751430461655,0.08773255160117624,-0.4300881822311272
-0.5997437017044975,-0.5607920999998973,1.4301306222156995
-0.06908328086130752,-0.6376790432309525,-0.764927567031556
-0.30141514224784327,-0.07607006658672379,-0.5789056865868734
-0.5132060377056327,2.7420035483602097,-0.20686192569750797
-0.3638225552080959,0.7462859349280396,0.6860431004369688
2.9750535151928523,3.905336428551826,-0.4300881822311272
-0.14174323036038397,0.4053090562511865,-0.5789056865868734
-0.7994463976672744,-0.443790229865683,-0.4300881822311272
0.3694658289624118,0.3718799504985538,-0.35567943005325414
0.7524169124343093,-0.6677652384083218,0.16518183519185736
-0.4235892798375187,-0.4070182135377871,-0.8021319431204925
-0.7379260508841743,0.014188518945384396,-0.1324531735196349
-0.8968108838225417,-0.20644357902199115,-0.4300881822311272
2.664129128775648,1.2711228952443723,-0.09524879743069838
-0.9004411893336631,-0.8248820354456954,-0.20686192569750797
1.9535686106758259,-0.3602174654841014,-0.5789056865868734
-0.16948584048456825,-0.045983871409354386,-0.6533144387647464
-0.6218075500298582,-0.5808495634514769,-0.39288380614219065
-0.39094729553836766,0.06098926699907012,-0.7277231909426195
0.5498940638852094,-0.7312805393383239,-0.6905188148536829
-0.09703355676684844,-0.4270756769893667,0.7976562287037785
-0.9193028825860079,-0.771395466241483,-0.6533144387647464
-0.8086477864239233,-0.3100738068551524,1.0952912374152708
0.013472840440684525,0.7396001137775131,-0.764927567031556
-0.5779746875131614,-0.11284208291461971,-0.2440663017864445
-0.31719774163093906,-0.7881100191177994,-0.6533144387647464
-0.41367259783397503,-0.7112230758867443,-0.20686192569750797
1.0804288597495537,0.612569511917509,-0.6161100626758098
-0.6770389565454578,-0.29335925397883605,-0.20686192569750797
1.6248772629647856,-0.08609879831251357,-0.6161100626758098
-0.8274351301989924,1.2109505048896336,0.35120371563654007
-0.8778492033421363,1.956419563173342,-0.8021319431204925
-0.3683860748477825,0.248192259213813,-0.35567943005325414
0.5583365752186296,0.298335917842762,-0.39288380614219065
1.0898840622389718,0.5189680158101375,-0.16965754960857143
-0.4508781017728127,-0.871682783499381,0.16518183519185736
-0.804586766699618,1.9998774006517646,-0.6905188148536829
-0.7699758031401976,-0.12621372521567276,-0.4672925583200637
-0.8700117429272363,-0.5474204576988443,-0.09524879743069838
3.4235757100718422,-1.08562906031623,0.6488387243480324
-0.8583645127457219,-0.1997577578714646,0.834860604792715
-0.6999309042211662,-0.10949917233935644,0.0907730830139843
2.0488205461664295,1.0471478867017336,0.42561246781441314
-0.7834663876031361,-0.8850544258004341,-0.4300881822311272
-0.5332624501445471,-0.8783686046499076,-0.6533144387647464
1.0797212578278947,-1.1056865237678097,4.815728846308924
0.13981824008304003,2.7152602637581036,-0.6161100626758098
-0.4857018586637465,-0.744652181639377,1.4301306222156995
1.5699047977321121,0.08438964102591298,-0.16965754960857143
-0.725363552999644,0.5423683898369804,-0.2440663017864445
0.5217873976998814,-0.5474204576988443,0.3884080917254766
-0.40112804637499416,-1.0421712228378075,1.9137875113718745
-0.3438045993953586,-0.1429282780919891,-0.8021319431204925
-0.8380799243248231,-0.630993222080426,-0.764927567031556
3.3083083825435793,-0.7245947181877973,-0.4300881822311272
-0.76368173532254,-0.6844797912846382,0.9092693569705881
-0.7073709794989025,-0.26661596937672993,-0.4300881822311272
-0.737449188719578,-0.5775066528762136,0.16518183519185736
-0.3862427682693649,-0.821539124870432,-0.4672925583200637
0.2854560471909238,-0.13958536751672584,-0.20686192569750797
0.9520119298437905,-0.46719060389252587,-0.4672925583200637
-0.36750413622078676,-1.122401076644126,-0.1324531735196349
-0.645476321554345,-0.8482824094725382,-0.5789056865868734
0.019174676215214632,0.44876689372960893,-0.5789056865868734
-0.7002411210056618,-0.1997577578714646,-0.6905188148536829
-0.39174206581269494,-0.7245947181877973,-0.8021319431204925
0.09895935665737447,-0.8683398729241177,-0.6905188148536829
-0.02273022744246895,-0.744652181639377,-0.5789056865868734
-0.8056020216306944,-0.0927846194630401,-0.6905188148536829
-0.7773312738403442,-0.6209644903546361,-0.6905188148536829
1.4777293923356798,-0.18638611557041154,-0.8021319431204925
-0.3440635406782845,0.976946764621205,-0.8021319431204925
-0.889896382435893,-0.3735891077851544,-0.1324531735196349
-0.2835456299508685,1.0972915453306826,-0.5789056865868734
-0.25933846565990204,0.06098926699907012,-0.7277231909426195
-0.3814741466234002,0.3752228610738171,-0.7277231909426195
-0.6670043408883043,-0.393646571236734,1.6161525026603822
0.5824386247313782,0.014188518945384396,-0.4672925583200637
-0.4311370336685507,-0.04932678198461765,-0.5789056865868734
1.8396447012886852,-0.13958536751672584,-0.764927567031556
0.5131577307857326,0.1311903890795987,-0.5789056865868734
-0.28610171370410853,-0.16967156269409522,1.3557218700378264
-0.3885194005390512,1.190893041438054,-0.3184750539643176
-0.9173262120005032,1.8661609776412338,-0.05804442134176184
-0.6975081367720068,-0.7312805393383239,-0.764927567031556
0.10046429262843985,-0.2398726847746238,-0.8021319431204925
-0.6633689078270261,-0.059355513710407454,0.016364330836111232
-0.7860840019582597,-0.7981387508435892,1.950991887460811
0.5635641126036411,0.27159263324065586,2.025400639638684
-0.8434843621902494,-1.0455141334130709,-0.20686192569750797
0.6161573945634892,0.4922247312080314,-0.764927567031556
0.11442148415566059,0.22479188518697016,-0.2440663017864445
0.10728906188734158,-0.9051118892520137,-0.39288380614219065
-0.5070606688425267,0.4922247312080314,-0.6161100626758098
-0.40253043134292016,1.3948105865291132,-0.4672925583200637
0.9508864325843398,0.2816213649664457,-0.4300881822311272
